,timestamp,gpu_memory_util,gpu_util,power,total_energy,temperature,gpu_memory_total,gpu_memory_reserved,gpu_memory_free,gpu_memory_used,cpu_util,host_memory_total,host_memory_used,host_memory_free,host_memory_percentage,swap_memory_total,swap_memory_used,swap_memory_free,swap_memory_percentage,swap_memory_in,swap_memory_out
0,2024-07-02T09:50:31.140521,0,0,43423,89557051308,38,48305799168,569180160,47736422400,196608,4.8,101243179008,1706737664,98974728192,2.6,8589930496,174690304,8415240192,2.0,19852161024,149429370880
1,2024-07-02T09:50:31.635002,0,0,43423,89557081663,38,48305799168,569180160,47736422400,196608,21.3,101243179008,1966292992,98713886720,2.8,8589930496,174669824,8415260672,2.0,19852193792,149429370880
2,2024-07-02T09:50:32.135527,0,0,60688,89557111825,38,48305799168,569180160,47736422400,196608,86.9,101243179008,2858233856,97819332608,3.7,8589930496,174567424,8415363072,2.0,19852460032,149429370880
3,2024-07-02T09:50:32.635978,0,0,60688,89557127309,38,48305799168,569180160,47736422400,196608,13.4,101243179008,2924376064,97743863808,3.8,8589930496,174559232,8415371264,2.0,19852468224,149429370880
4,2024-07-02T09:50:33.136751,0,0,59664,89557156548,38,48305799168,569180160,47736422400,196608,3.8,101243179008,2964455424,97629548544,3.8,8589930496,174559232,8415371264,2.0,19852468224,149429370880
5,2024-07-02T09:50:33.637125,0,0,59664,89557185821,38,48305799168,569180160,47736422400,196608,4.2,101243179008,3025068032,97510731776,3.9,8589930496,174559232,8415371264,2.0,19852468224,149429370880
6,2024-07-02T09:50:34.137895,0,0,58662,89557215065,38,48305799168,569180160,47736422400,196608,3.7,101243179008,3061735424,97458606080,3.9,8589930496,174559232,8415371264,2.0,19852468224,149429370880
7,2024-07-02T09:50:34.638243,0,0,58662,89557240768,37,48305799168,569180160,47736422400,196608,16.5,101243179008,3121115136,97380831232,4.0,8589930496,174559232,8415371264,2.0,19852468224,149429370880
8,2024-07-02T09:50:35.138511,0,0,42891,89557251747,38,48305799168,569180160,47736422400,196608,5.2,101243179008,3144568832,97342799872,4.0,8589930496,174559232,8415371264,2.0,19852468224,149429370880
9,2024-07-02T09:50:35.639002,0,0,42891,89557280911,38,48305799168,569180160,47736422400,196608,1.4,101243179008,3153571840,97331015680,4.0,8589930496,174559232,8415371264,2.0,19852468224,149429370880
