timestamp,gpu_memory_util,gpu_util,power,total_energy,temperature,gpu_memory_total,gpu_memory_reserved,gpu_memory_free,gpu_memory_used,cpu_util,host_memory_total,host_memory_used,host_memory_free,host_memory_percentage
2024-06-19T15:46:16.206521,0,NVIDIA A40,0,0,43566,16004815794,41,48305799168,569180160,47736422400,196608,7.0,101243179008,4548161536,84184985600,5.5
2024-06-19T15:46:16.446505,0,NVIDIA A40,0,0,43566,16004827639,41,48305799168,569180160,47736422400,196608,5.2,101243179008,4596146176,84137000960,5.5
2024-06-19T15:46:16.696920,0,NVIDIA A40,0,0,43566,16004839483,41,48305799168,569180160,47736422400,196608,56.6,101243179008,4991467520,83741679616,5.9
2024-06-19T15:46:16.947213,0,NVIDIA A40,0,0,43566,16004857256,41,48305799168,569180160,47736422400,196608,97.2,101243179008,5554233344,83178913792,6.5
2024-06-19T15:46:17.197658,0,NVIDIA A40,0,0,43566,16004868409,40,48305799168,569180160,47736422400,196608,63.0,101243179008,5764481024,82968461312,6.7
2024-06-19T15:46:17.539764,0,NVIDIA A40,0,0,43217,16004879073,41,48305799168,569180160,47736422400,196608,9.8,101243179008,5777264640,82955673600,6.7
2024-06-19T15:46:17.697912,0,NVIDIA A40,0,0,43217,16004891222,41,48305799168,569180160,47736422400,196608,5.9,101243179008,5794082816,82938855424,6.7
2024-06-19T15:46:17.948371,0,NVIDIA A40,0,0,43217,16004903536,41,48305799168,569180160,47736422400,196608,6.0,101243179008,5854433280,82878504960,6.8
2024-06-19T15:46:18.198692,0,NVIDIA A40,0,0,44492,16004922031,41,48305799168,569180160,47736422400,196608,5.2,101243179008,5878173696,82854764544,6.8
2024-06-19T15:46:18.449030,0,NVIDIA A40,0,0,44492,16004934354,41,48305799168,569180160,47736422400,196608,5.2,101243179008,5910171648,82821849088,6.8
2024-06-19T15:46:18.699366,0,NVIDIA A40,0,0,44492,16004952848,41,48305799168,569180160,47736422400,196608,5.3,101243179008,5926170624,82805850112,6.9
2024-06-19T15:46:18.949615,0,NVIDIA A40,0,0,44492,16004965172,41,48305799168,569180160,47736422400,196608,37.4,101243179008,5963804672,82768216064,6.9
2024-06-19T15:46:19.199966,0,NVIDIA A40,0,0,61876,16004983675,41,48305799168,569180160,47736422400,196608,5.2,101243179008,5973610496,82758410240,6.9
2024-06-19T15:46:19.450326,0,NVIDIA A40,0,0,61876,16004995988,41,48305799168,569180160,47736422400,196608,4.4,101243179008,5990117376,82741895168,6.9
2024-06-19T15:46:19.883551,0,NVIDIA A40,0,0,61876,16005005241,40,48305799168,569180160,47736422400,196608,6.3,101243179008,6012215296,82719748096,6.9
2024-06-19T15:46:19.950620,0,NVIDIA A40,0,0,61876,16005011328,40,48305799168,569180160,47736422400,196608,6.9,101243179008,6015565824,82716397568,6.9
2024-06-19T15:46:20.200899,0,NVIDIA A40,0,0,60610,16005029086,41,48305799168,569180160,47736422400,196608,5.2,101243179008,6045241344,82686722048,7.0
2024-06-19T15:46:20.451360,0,NVIDIA A40,0,0,60610,16005040917,41,48305799168,569180160,47736422400,196608,3.0,101243179008,6008008704,82723954688,6.9
