,timestamp,gpu_memory_util,gpu_util,power,total_energy,temperature,gpu_memory_total,gpu_memory_reserved,gpu_memory_free,gpu_memory_used,cpu_util,host_memory_total,host_memory_used,host_memory_free,host_memory_percentage,swap_memory_total,swap_memory_used,swap_memory_free,swap_memory_percentage,swap_memory_in,swap_memory_out
0,2024-08-21T14:15:52.300063,0,0,78330,661631765507,47,48305799168,569180160,47039971328,696647680,5.9,101243179008,6339362816,50728226816,7.3,8589930496,66637824,8523292672,0.8,21613584384,158262915072
1,2024-08-21T14:15:52.794671,0,0,78281,661631804565,47,48305799168,569180160,47039971328,696647680,29.9,101243179008,6710923264,50356666368,7.6,8589930496,66637824,8523292672,0.8,21613584384,158262915072
2,2024-08-21T14:15:53.295114,0,0,78281,661631844749,48,48305799168,569180160,47039971328,696647680,90.3,101243179008,7494856704,49572184064,8.4,8589930496,66637824,8523292672,0.8,21613584384,158262915072
3,2024-08-21T14:15:53.795869,0,0,78398,661631883675,47,48305799168,569180160,47039971328,696647680,8.7,101243179008,7598063616,49467703296,8.5,8589930496,66637824,8523292672,0.8,21613584384,158262915072
4,2024-08-21T14:15:54.296387,0,0,78398,661631922614,47,48305799168,569180160,47039971328,696647680,5.1,101243179008,7685541888,49380225024,8.6,8589930496,66637824,8523292672,0.8,21613584384,158262915072
5,2024-08-21T14:15:54.796856,0,0,78522,661631961583,48,48305799168,569180160,47039971328,696647680,23.1,101243179008,7753392128,49312669696,8.7,8589930496,66637824,8523292672,0.8,21613584384,158262915072
6,2024-08-21T14:15:55.297555,0,0,78522,661632001682,48,48305799168,569180160,47039971328,696647680,6.0,101243179008,7788711936,49277333504,8.7,8589930496,66637824,8523292672,0.8,21613584384,158262915072
7,2024-08-21T14:15:55.798296,0,0,78620,661632040619,47,48305799168,569180160,47039971328,696647680,0.4,101243179008,7793356800,49272688640,8.7,8589930496,66637824,8523292672,0.8,21613584384,158262915072
8,2024-08-21T14:15:56.298578,0,0,78620,661632079569,47,48305799168,569180160,47039971328,696647680,1.0,101243179008,7796404224,49269641216,8.7,8589930496,66637824,8523292672,0.8,21613584384,158262915072
9,2024-08-21T14:15:56.799592,0,0,78594,661632118570,47,48305799168,569180160,47039971328,696647680,0.5,101243179008,7796662272,49269383168,8.7,8589930496,66637824,8523292672,0.8,21613584384,158262915072
10,2024-08-21T14:15:57.414119,0,0,78594,661632165761,48,48305799168,569180160,47039971328,696647680,2.3,101243179008,7815938048,49250107392,8.7,8589930496,66637824,8523292672,0.8,21613584384,158262915072
