,timestamp,gpu_memory_util,gpu_util,power,total_energy,temperature,gpu_memory_total,gpu_memory_reserved,gpu_memory_free,gpu_memory_used,cpu_util,host_memory_total,host_memory_used,host_memory_free,host_memory_percentage
0,2024-06-20T08:43:22.842052,0,0,59240,19429503970,38,48305799168,569180160,47736422400,196608,6.4,101243179008,1441710080,98310111232,2.3
1,2024-06-20T08:43:23.336528,0,0,60069,19429533909,38,48305799168,569180160,47736422400,196608,32.5,101243179008,1875693568,97876107264,2.8
2,2024-06-20T08:43:23.837098,0,0,60069,19429560046,38,48305799168,569180160,47736422400,196608,85.3,101243179008,2637991936,97112825856,3.5
3,2024-06-20T08:43:24.337630,0,1,43666,19429578972,38,48305799168,569180160,47736422400,196608,7.9,101243179008,2684084224,97066401792,3.6
4,2024-06-20T08:43:24.838162,0,0,43666,19429608130,38,48305799168,569180160,47736422400,196608,5.3,101243179008,2783428608,96967057408,3.7
5,2024-06-20T08:43:25.338623,0,0,42893,19429637243,38,48305799168,569180160,47736422400,196608,14.0,101243179008,2858065920,96891838464,3.7
6,2024-06-20T08:43:25.839312,0,0,42893,19429666355,38,48305799168,569180160,47736422400,196608,10.7,101243179008,2882060288,96867844096,3.8
7,2024-06-20T08:43:26.561743,0,0,42310,19429685966,37,48305799168,569180160,47736422400,196608,2.8,101243179008,2893144064,96856760320,3.8
8,2024-06-20T08:43:26.840197,0,0,42310,19429703210,38,48305799168,569180160,47736422400,196608,0.9,101243179008,2885140480,96864763904,3.8
9,2024-06-20T08:43:27.340835,0,0,42163,19429732253,38,48305799168,569180160,47736422400,196608,0.9,101243179008,2891239424,96858574848,3.8
10,2024-06-20T08:43:27.841621,0,0,42163,19429761335,38,48305799168,569180160,47736422400,196608,0.5,101243179008,2892009472,96857800704,3.8
11,2024-06-20T08:43:28.342143,0,0,58326,19429790448,38,48305799168,569180160,47736422400,196608,0.5,101243179008,2892525568,96857284608,3.8
12,2024-06-20T08:43:28.858292,0,0,58326,19429805824,38,48305799168,569180160,47736422400,196608,4.4,101243179008,2933481472,96816328704,3.8
13,2024-06-20T08:43:29.343262,0,0,64950,19429839877,38,48305799168,569180160,47733407744,3211264,4.8,101243179008,3109785600,96640040960,4.0
14,2024-06-20T08:43:29.843909,0,0,66919,19429875301,39,48305799168,569180160,47733407744,3211264,5.2,101243179008,3245752320,96503791616,4.1
15,2024-06-20T08:43:30.344580,0,0,72448,19429912233,39,48305799168,569180160,47409070080,327548928,22.4,101243179008,3421540352,95960739840,4.3
16,2024-06-20T08:43:30.845183,0,0,74435,19429949794,39,48305799168,569180160,47409070080,327548928,6.1,101243179008,3846381568,95411691520,4.7
17,2024-06-20T08:43:31.345722,0,8,77296,19429988844,39,48305799168,569180160,46888976384,847642624,8.8,101243179008,3931156480,95229874176,4.8
18,2024-06-20T08:43:31.846428,0,0,77130,19430026454,39,48305799168,569180160,46888976384,847642624,5.1,101243179008,4257697792,94828892160,5.1
19,2024-06-20T08:43:32.346837,0,0,75817,19430064064,39,48305799168,569180160,43101519872,4635099136,4.7,101243179008,4599869440,94454648832,5.5
20,2024-06-20T08:43:32.847375,62,95,158658,19430197144,49,48305799168,569180160,42141024256,5595594752,5.5,101243179008,4597030912,94457487360,5.5
21,2024-06-20T08:43:33.377214,62,95,212494,19430335657,51,48305799168,569180160,42141024256,5595594752,9.9,101243179008,4628819968,94425600000,5.5
22,2024-06-20T08:43:33.848539,61,96,277539,19430472399,51,48305799168,569180160,42141024256,5595594752,5.5,101243179008,4621316096,94433103872,5.5
23,2024-06-20T08:43:34.348961,63,94,272942,19430611381,52,48305799168,569180160,42141024256,5595594752,5.5,101243179008,4621307904,94433103872,5.5
24,2024-06-20T08:43:34.849789,40,56,230812,19430678480,45,48305799168,569180160,42141024256,5595594752,1.0,101243179008,4621307904,94433103872,5.5
25,2024-06-20T08:43:35.350174,62,95,175013,19430759910,50,48305799168,569180160,42141024256,5595594752,4.1,101243179008,4623347712,94431055872,5.5
26,2024-06-20T08:43:35.850894,62,95,209028,19430897374,52,48305799168,569180160,42141024256,5595594752,21.4,101243179008,4676767744,94377340928,5.6
27,2024-06-20T08:43:36.351581,61,95,276789,19431035467,53,48305799168,569180160,42141024256,5595594752,18.0,101243179008,4744056832,94308528128,5.6
28,2024-06-20T08:43:36.852216,62,92,265568,19431170789,54,48305799168,569180160,42141024256,5595594752,18.7,101243179008,4785504256,94266208256,5.7
29,2024-06-20T08:43:37.352628,65,98,241475,19431289031,49,48305799168,569180160,42141024256,5595594752,15.9,101243179008,4837912576,94212792320,5.7
30,2024-06-20T08:43:37.996124,0,0,169428,19431357295,51,48305799168,569180160,42141024256,5595594752,17.4,101243179008,4892258304,94156910592,5.8
31,2024-06-20T08:43:38.353555,58,92,162815,19431466268,53,48305799168,569180160,42141024256,5595594752,25.9,101243179008,4929544192,94118973440,5.8
32,2024-06-20T08:43:38.854147,61,95,265714,19431603933,55,48305799168,569180160,42141024256,5595594752,37.1,101243179008,5085855744,93956444160,6.0
33,2024-06-20T08:43:39.354969,62,96,278033,19431740679,55,48305799168,569180160,42141024256,5595594752,18.2,101243179008,5077700608,93952974848,6.0
34,2024-06-20T08:43:39.855370,63,97,265643,19431878975,55,48305799168,569180160,42141024256,5595594752,6.0,101243179008,5084405760,93946269696,6.0
35,2024-06-20T08:43:40.355931,5,7,229318,19431945686,48,48305799168,569180160,42141024256,5595594752,3.5,101243179008,5089779712,93940871168,6.0
36,2024-06-20T08:43:40.856559,21,33,140113,19432001947,47,48305799168,569180160,42141024256,5595594752,1.7,101243179008,5089832960,93940817920,6.0
37,2024-06-20T08:43:41.356941,0,0,82091,19432041686,46,48305799168,569180160,42141024256,5595594752,17.3,101243179008,5104861184,93925748736,6.0
38,2024-06-20T08:43:41.857634,0,0,81899,19432081211,46,48305799168,569180160,42141024256,5595594752,7.1,101243179008,5174444032,93856165888,6.1
39,2024-06-20T08:43:42.391207,0,0,81899,19432121267,45,48305799168,569180160,42141024256,5595594752,7.2,101243179008,5278371840,93752131584,6.2
40,2024-06-20T08:43:42.858183,0,0,79763,19432161085,45,48305799168,569180160,42141024256,5595594752,22.5,101243179008,5322199040,93708304384,6.2
41,2024-06-20T08:43:43.359028,0,0,79763,19432200247,45,48305799168,569180160,42141024256,5595594752,1.9,101243179008,5331746816,93698756608,6.2
42,2024-06-20T08:43:43.859621,0,0,79422,19432239366,45,48305799168,569180160,42141024256,5595594752,1.1,101243179008,5334507520,93696020480,6.2
43,2024-06-20T08:43:44.360103,0,0,79422,19432278449,45,48305799168,569180160,42141024256,5595594752,0.4,101243179008,5334507520,93696020480,6.2
44,2024-06-20T08:43:44.860881,0,0,82323,19432318830,44,48305799168,569180160,42141024256,5595594752,6.1,101243179008,5366718464,93663809536,6.2
45,2024-06-20T08:43:45.361878,0,0,82323,19432357860,44,48305799168,569180160,42141024256,5595594752,4.2,101243179008,5380112384,93650391040,6.3
46,2024-06-20T08:43:45.862063,0,0,81986,19432396909,44,48305799168,569180160,42141024256,5595594752,1.2,101243179008,5386035200,93644464128,6.3
47,2024-06-20T08:43:46.362515,0,0,81986,19432435916,44,48305799168,569180160,42141024256,5595594752,5.3,101243179008,5404864512,93625626624,6.3
48,2024-06-20T08:43:46.863215,0,0,78891,19432475949,44,48305799168,569180160,42141024256,5595594752,8.2,101243179008,5591384064,93439107072,6.5
