,accuracy,start,end,dead_kernels,external_start,external_end
0,0.3831561505794525,2024-08-28T14:07:00.793282,2024-08-28T14:07:35.212958,[],2024-08-28T14:07:00.770244,2024-08-28T14:07:35.252757
1,0.43341055512428284,2024-08-28T14:07:35.275228,2024-08-28T14:08:10.338327,[],2024-08-28T14:07:35.267834,2024-08-28T14:08:10.379713
2,0.5161371827125549,2024-08-28T14:08:10.401266,2024-08-28T14:08:44.719274,[],2024-08-28T14:08:10.391763,2024-08-28T14:08:44.762294
3,0.5433279275894165,2024-08-28T14:08:44.782367,2024-08-28T14:09:17.947752,[],2024-08-28T14:08:44.776479,2024-08-28T14:09:17.991753
4,0.4516792595386505,2024-08-28T14:09:18.011457,2024-08-28T14:09:51.500655,[],2024-08-28T14:09:18.004593,2024-08-28T14:09:51.542073
5,0.48105552792549133,2024-08-28T14:09:51.562866,2024-08-28T14:10:23.882294,[],2024-08-28T14:09:51.554307,2024-08-28T14:10:23.925486
6,0.5049964785575867,2024-08-28T14:10:23.944704,2024-08-28T14:10:57.965459,[],2024-08-28T14:10:23.937721,2024-08-28T14:10:58.009081
7,0.44538456201553345,2024-08-28T14:10:58.030108,2024-08-28T14:11:32.100261,[],2024-08-28T14:10:58.023769,2024-08-28T14:11:32.141095
8,0.45196977257728577,2024-08-28T14:11:32.160151,2024-08-28T14:12:05.846720,[],2024-08-28T14:11:32.151968,2024-08-28T14:12:05.886783
9,0.3778671324253082,2024-08-28T14:12:05.909895,2024-08-28T14:12:40.594721,[],2024-08-28T14:12:05.903235,2024-08-28T14:12:40.637027
10,0.3662954866886139,2024-08-28T14:12:40.656538,2024-08-28T14:13:13.928607,[],2024-08-28T14:12:40.649201,2024-08-28T14:13:13.969519
11,0.430292010307312,2024-08-28T14:13:13.990452,2024-08-28T14:13:47.387020,[],2024-08-28T14:13:13.983304,2024-08-28T14:13:47.430351
12,0.43232014775276184,2024-08-28T14:13:47.452292,2024-08-28T14:14:21.090398,[],2024-08-28T14:13:47.444588,2024-08-28T14:14:21.134001
13,0.41070759296417236,2024-08-28T14:14:21.157392,2024-08-28T14:14:55.962203,[],2024-08-28T14:14:21.148961,2024-08-28T14:14:56.002041
14,0.3924403786659241,2024-08-28T14:14:56.024323,2024-08-28T14:15:29.407328,[],2024-08-28T14:14:56.017868,2024-08-28T14:15:29.450582
15,0.4750060439109802,2024-08-28T14:15:29.470466,2024-08-28T14:16:02.853957,[],2024-08-28T14:15:29.462859,2024-08-28T14:16:02.896910
