,timestamp,gpu_memory_util,gpu_util,power,total_energy,temperature,gpu_memory_total,gpu_memory_reserved,gpu_memory_free,gpu_memory_used,cpu_util,host_memory_total,host_memory_used,host_memory_free,host_memory_percentage,swap_memory_total,swap_memory_used,swap_memory_free,swap_memory_percentage,swap_memory_in,swap_memory_out
0,2024-07-02T11:53:19.532233,0,0,44735,90143915277,38,48305799168,569180160,47736422400,196608,6.7,101243179008,1876520960,96105877504,2.8,8589930496,113606656,8476323840,1.3,19891204096,149429370880
1,2024-07-02T11:53:20.025997,0,0,44735,90143946372,38,48305799168,569180160,47736422400,196608,30.5,101243179008,2244435968,95737962496,3.2,8589930496,113606656,8476323840,1.3,19891216384,149429370880
2,2024-07-02T11:53:20.526842,0,0,62441,90143973968,38,48305799168,569180160,47736422400,196608,90.1,101243179008,3028152320,94953857024,3.9,8589930496,113602560,8476327936,1.3,19891216384,149429370880
3,2024-07-02T11:53:21.027631,0,0,62441,90143992524,38,48305799168,569180160,47736422400,196608,12.4,101243179008,3124199424,94857211904,4.0,8589930496,113602560,8476327936,1.3,19891216384,149429370880
4,2024-07-02T11:53:21.528096,0,0,60547,90144021673,38,48305799168,569180160,47736422400,196608,5.2,101243179008,3215548416,94765862912,4.1,8589930496,113602560,8476327936,1.3,19891216384,149429370880
5,2024-07-02T11:53:22.028411,0,0,60547,90144050867,38,48305799168,569180160,47736422400,196608,21.1,101243179008,3283140608,94698270720,4.2,8589930496,113602560,8476327936,1.3,19891216384,149429370880
6,2024-07-02T11:53:22.529184,0,0,58570,90144080105,38,48305799168,569180160,47736422400,196608,4.6,101243179008,3314880512,94666530816,4.2,8589930496,113602560,8476327936,1.3,19891216384,149429370880
7,2024-07-02T11:53:23.209432,0,0,58570,90144099577,37,48305799168,569180160,47736422400,196608,3.2,101243179008,3333455872,94647955456,4.2,8589930496,113602560,8476327936,1.3,19891216384,149429370880
8,2024-07-02T11:53:23.530233,0,0,58570,90144116842,38,48305799168,569180160,47736422400,196608,0.2,101243179008,3325984768,94655426560,4.2,8589930496,113602560,8476327936,1.3,19891216384,149429370880
9,2024-07-02T11:53:24.030962,0,0,58570,90144146082,38,48305799168,569180160,47736422400,196608,0.6,101243179008,3325984768,94655426560,4.2,8589930496,113602560,8476327936,1.3,19891216384,149429370880
10,2024-07-02T11:53:24.531549,0,0,58570,90144175313,38,48305799168,569180160,47736422400,196608,0.2,101243179008,3326242816,94655168512,4.2,8589930496,113602560,8476327936,1.3,19891216384,149429370880
11,2024-07-02T11:53:25.031967,0,0,58570,90144204517,38,48305799168,569180160,47736422400,196608,1.0,101243179008,3331657728,94649749504,4.2,8589930496,113602560,8476327936,1.3,19891216384,149429370880
12,2024-07-02T11:53:25.532478,0,0,58570,90144219866,38,48305799168,569180160,47736422400,196608,3.6,101243179008,3339165696,94642065408,4.2,8589930496,113602560,8476327936,1.3,19891216384,149429370880
13,2024-07-02T11:53:26.033271,0,0,39300,90144250380,38,48305799168,569180160,47733407744,3211264,3.1,101243179008,3445248000,94535991296,4.3,8589930496,113602560,8476327936,1.3,19891216384,149429370880
14,2024-07-02T11:53:26.533928,0,0,62394,90144280970,38,48305799168,569180160,47733407744,3211264,5.1,101243179008,3562917888,94418321408,4.5,8589930496,113602560,8476327936,1.3,19891216384,149429370880
15,2024-07-02T11:53:27.034754,0,0,64471,90144313919,39,48305799168,569180160,47409070080,327548928,9.5,101243179008,3950829568,94020141056,4.9,8589930496,113602560,8476327936,1.3,19891216384,149429370880
16,2024-07-02T11:53:27.534827,0,2,71006,90144352113,39,48305799168,569180160,47004319744,732299264,5.5,101243179008,4356759552,93613907968,5.3,8589930496,113602560,8476327936,1.3,19891216384,149429370880
17,2024-07-02T11:53:28.035682,0,0,77024,90144391191,39,48305799168,569180160,46870102016,866516992,4.0,101243179008,4429598720,93445763072,5.3,8589930496,113602560,8476327936,1.3,19891216384,149429370880
18,2024-07-02T11:53:28.536256,0,0,76927,90144428859,40,48305799168,569180160,46601666560,1134952448,3.7,101243179008,5016707072,92754538496,5.9,8589930496,113602560,8476327936,1.3,19891216384,149429370880
19,2024-07-02T11:53:29.036888,13,100,119794,90144504170,45,48305799168,569180160,42172481536,5564137472,8.4,101243179008,5026160640,92744953856,5.9,8589930496,113602560,8476327936,1.3,19891216384,149429370880
20,2024-07-02T11:53:29.537524,62,92,200551,90144636144,50,48305799168,569180160,42172481536,5564137472,5.3,101243179008,5026160640,92744953856,5.9,8589930496,113602560,8476327936,1.3,19891216384,149429370880
